inputFileName=c2670.bench; numberOfInputs=233; numberOfOutputs=140; numberOfGates=1193; unusedNode=C
number; gate1; gate2; numDuplicateGates; numRemovedGates; percentOfRemovedGates; numInputs; numOutputs; numBenchFiles; duplicateGates; inputNodes; outputNodes; afterOutputNodes; outputFocus; locationOfMux; testCubeTime (ms); testVector
679; 1520; 2749; 5; 5; 0.004191114836546521; 7; 1; 128; [1520, 2304, 2545, 2673, 2749]; [1222, 2055, 2408, 2670, 2671, 2672, 2674]; [2749]; [2829]; {2749}; {0100010}; 47.0; none
680; 1520; 2829; 6; 6; 0.005029337803855826; 8; 1; 256; [1520, 2304, 2545, 2673, 2749, 2829]; [1222, 2055, 2408, 2670, 2671, 2672, 2674, 2748]; [2829]; [2931]; {2829}; {01001001}; 47.0; none
681; 1521; 1521; 1; 1; 8.382229673093043E-4; 1; 1; 2; [1521]; [1225]; [1521]; [2306]; {1521}; {1}; 47.0; xxx111xx1xx0111111111101111xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1x00x000000000x00000xxxxxxxxxxxxxxx
682; 1521; 2306; 2; 2; 0.0016764459346186086; 2; 1; 4; [1521, 2306]; [1225, 2058]; [2306]; [2546]; {2306}; {10}; 63.0; none
683; 1521; 2546; 3; 3; 0.002514668901927913; 3; 1; 8; [1521, 2306, 2546]; [1225, 2058, 2409]; [2546]; [2672]; {2546}; {100}; 47.0; xxx111xx1xx0101111111101111xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1x00x000000000x00000xxxxxxxxxxxxxxx
684; 1521; 2672; 4; 4; 0.003352891869237217; 3; 1; 8; [1521, 2306, 2546, 2672]; [1225, 2058, 2409]; [2672]; [2749]; {2672}; {100}; 46.0; xxx111xx1xx0101111111101111xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1x00x000000000x00000xxxxxxxxxxxxxxx
685; 1521; 2749; 5; 5; 0.004191114836546521; 7; 1; 128; [1521, 2306, 2546, 2672, 2749]; [1225, 2058, 2409, 2670, 2671, 2673, 2674]; [2749]; [2829]; {2749}; {1000001}; 31.0; xxx111xx1xx0101111111101111xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1x01x011000000x00000xxxxxxxxxxxxxxx
686; 1521; 2829; 6; 6; 0.005029337803855826; 8; 1; 256; [1521, 2306, 2546, 2672, 2749, 2829]; [1225, 2058, 2409, 2670, 2671, 2673, 2674, 2748]; [2829]; [2931]; {2829}; {01000111}; 48.0; none
687; 1522; 1522; 1; 1; 8.382229673093043E-4; 1; 1; 2; [1522]; [1228]; [1522]; [2308]; {1522}; {1}; 49.0; xxx111xx1xx0111111111101111xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1x00x000000000x00000xxxxxxxxxxxxxxx
688; 1522; 2308; 2; 2; 0.0016764459346186086; 2; 1; 4; [1522, 2308]; [1228, 2061]; [2308]; [2547]; {2308}; {00}; 46.0; xxx101xx1xx0111111111101111xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1x00x010000000x00000xxxxxxxxxxxxxxx
689; 1522; 2547; 3; 3; 0.002514668901927913; 3; 1; 8; [1522, 2308, 2547]; [1228, 2061, 2410]; [2547]; [2671]; {2547}; {110}; 48.0; none
690; 1522; 2671; 4; 4; 0.003352891869237217; 3; 1; 8; [1522, 2308, 2547, 2671]; [1228, 2061, 2410]; [2671]; [2749]; {2671}; {001}; 31.0; xxx101xx1xx0111111111101111xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1x00x010000000x00000xxxxxxxxxxxxxxx
691; 1522; 2749; 5; 5; 0.004191114836546521; 7; 1; 128; [1522, 2308, 2547, 2671, 2749]; [1228, 2061, 2410, 2670, 2672, 2673, 2674]; [2749]; [2829]; {2749}; {1110101}; 47.0; xxx111xx1xx0111111111101111xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1x01x001000000x00000xxxxxxxxxxxxxxx
692; 1522; 2829; 6; 6; 0.005029337803855826; 8; 1; 256; [1522, 2308, 2547, 2671, 2749, 2829]; [1228, 2061, 2410, 2670, 2672, 2673, 2674, 2748]; [2829]; [2931]; {2829}; {00001100}; 31.0; none
693; 1523; 1523; 1; 1; 8.382229673093043E-4; 1; 1; 2; [1523]; [1231]; [1523]; [2310]; {1523}; {1}; 32.0; xxx111xx1xx0111111111101111xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1x00x000000000x00000xxxxxxxxxxxxxxx
694; 1523; 2310; 2; 2; 0.0016764459346186086; 2; 1; 4; [1523, 2310]; [1231, 2064]; [2310]; [2548]; {2310}; {10}; 47.0; none
695; 1523; 2548; 3; 3; 0.002514668901927913; 3; 1; 8; [1523, 2310, 2548]; [1231, 2064, 2411]; [2548]; [2670]; {2548}; {010}; 48.0; none
696; 1523; 2670; 4; 4; 0.003352891869237217; 3; 1; 8; [1523, 2310, 2548, 2670]; [1231, 2064, 2411]; [2670]; [2749]; {2670}; {100}; 47.0; xxx111xx1xx0110111111101111xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1x00x000000000x00000xxxxxxxxxxxxxxx
697; 1523; 2749; 5; 5; 0.004191114836546521; 7; 1; 128; [1523, 2310, 2548, 2670, 2749]; [1231, 2064, 2411, 2671, 2672, 2673, 2674]; [2749]; [2829]; {2749}; {0000110}; 47.0; none
698; 1523; 2829; 6; 6; 0.005029337803855826; 8; 1; 256; [1523, 2310, 2548, 2670, 2749, 2829]; [1231, 2064, 2411, 2671, 2672, 2673, 2674, 2748]; [2829]; [2931]; {2829}; {01010101}; 47.0; none
699; 1524; 1524; 1; 1; 8.382229673093043E-4; 1; 1; 2; [1524]; [1234]; [1524]; [2312]; {1524}; {1}; 35.0; xxx111xx1xx0111111111101111xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1x00x000000000x00000xxxxxxxxxxxxxxx
700; 1524; 2312; 2; 2; 0.0016764459346186086; 2; 1; 4; [1524, 2312]; [1234, 2067]; [2312]; [2549]; {2312}; {10}; 47.0; none
701; 1524; 2549; 3; 3; 0.002514668901927913; 3; 1; 8; [1524, 2312, 2549]; [1234, 2067, 2412]; [2549]; [2669]; {2549}; {100}; 47.0; xxx111xx1xx0111011111101111xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1x00x000000000x00000xxxxxxxxxxxxxxx
702; 1524; 2669; 4; 4; 0.003352891869237217; 3; 1; 8; [1524, 2312, 2549, 2669]; [1234, 2067, 2412]; [2669]; [2748]; {2669}; {111}; 48.0; xxx111xx1xx0111111111101111xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1x00x000000000x00000xxxxxxxxxxxxxxx
703; 1524; 2748; 5; 5; 0.004191114836546521; 7; 1; 128; [1524, 2312, 2549, 2669, 2748]; [1234, 2067, 2412, 2665, 2666, 2667, 2668]; [2748]; [2829]; {2748}; {0111001}; 47.0; xxx111xx1xx0111111111101111xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1x00x000101100x00000xxxxxxxxxxxxxxx
704; 1524; 2829; 6; 6; 0.005029337803855826; 8; 1; 256; [1524, 2312, 2549, 2669, 2748, 2829]; [1234, 2067, 2412, 2665, 2666, 2667, 2668, 2749]; [2829]; [2931]; {2829}; {00111100}; 47.0; xxxxx1xx1xx0xx1011111101111xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xxxxxx1110000x00000xxxxxxxxxxxxxxx
705; 1525; 1525; 1; 1; 8.382229673093043E-4; 1; 1; 2; [1525]; [1237]; [1525]; [2314]; {1525}; {0}; 48.0; xxx111xx1xx0111111111101111xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1x00x000010000x00000xxxxxxxxxxxxxxx
706; 1525; 2314; 2; 2; 0.0016764459346186086; 2; 1; 4; [1525, 2314]; [1237, 2070]; [2314]; [2550]; {2314}; {00}; 31.0; xxx111xx1xx0111101111101111xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1x00x000010000x00000xxxxxxxxxxxxxxx
707; 1525; 2550; 3; 3; 0.002514668901927913; 3; 1; 8; [1525, 2314, 2550]; [1237, 2070, 2413]; [2550]; [2668]; {2550}; {010}; 48.0; none
708; 1525; 2668; 4; 4; 0.003352891869237217; 3; 1; 8; [1525, 2314, 2550, 2668]; [1237, 2070, 2413]; [2668]; [2748]; {2668}; {100}; 31.0; xxx111xx1xx0111101111101111xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1x00x000000000x00000xxxxxxxxxxxxxxx
709; 1525; 2748; 5; 5; 0.004191114836546521; 7; 1; 128; [1525, 2314, 2550, 2668, 2748]; [1237, 2070, 2413, 2665, 2666, 2667, 2669]; [2748]; [2829]; {2748}; {1110100}; 46.0; xxx111xx1xx0111111111101111xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1x00x000101010x00000xxxxxxxxxxxxxxx
710; 1525; 2829; 6; 6; 0.005029337803855826; 8; 1; 256; [1525, 2314, 2550, 2668, 2748, 2829]; [1237, 2070, 2413, 2665, 2666, 2667, 2669, 2749]; [2829]; [2931]; {2829}; {01011111}; 31.0; none
711; 1526; 1526; 1; 1; 8.382229673093043E-4; 1; 1; 2; [1526]; [1240]; [1526]; [2316]; {1526}; {0}; 48.0; xxx111xx1xx0111111111101111xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1x00x000001000x00000xxxxxxxxxxxxxxx
712; 1526; 2316; 2; 2; 0.0016764459346186086; 2; 1; 4; [1526, 2316]; [1240, 2073]; [2316]; [2551]; {2316}; {10}; 48.0; none
713; 1526; 2551; 3; 3; 0.002514668901927913; 3; 1; 8; [1526, 2316, 2551]; [1240, 2073, 2414]; [2551]; [2667]; {2551}; {001}; 47.0; xxx110xx1xx0111111111101111xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1x00x000001000x00000xxxxxxxxxxxxxxx
714; 1526; 2667; 4; 4; 0.003352891869237217; 3; 1; 8; [1526, 2316, 2551, 2667]; [1240, 2073, 2414]; [2667]; [2748]; {2667}; {001}; 48.0; xxx110xx1xx0111111111101111xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1x00x000001000x00000xxxxxxxxxxxxxxx
715; 1526; 2748; 5; 5; 0.004191114836546521; 7; 1; 128; [1526, 2316, 2551, 2667, 2748]; [1240, 2073, 2414, 2665, 2666, 2668, 2669]; [2748]; [2829]; {2748}; {0101011}; 46.0; none
716; 1526; 2829; 6; 6; 0.005029337803855826; 8; 1; 256; [1526, 2316, 2551, 2667, 2748, 2829]; [1240, 2073, 2414, 2665, 2666, 2668, 2669, 2749]; [2829]; [2931]; {2829}; {11010001}; 53.0; none
717; 1527; 1527; 1; 1; 8.382229673093043E-4; 1; 1; 2; [1527]; [1243]; [1527]; [2318]; {1527}; {1}; 47.0; xxx111xx1xx0111111111101111xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1x00x000000000x00000xxxxxxxxxxxxxxx
718; 1527; 2318; 2; 2; 0.0016764459346186086; 2; 1; 4; [1527, 2318]; [1243, 2076]; [2318]; [2552]; {2318}; {10}; 31.0; none
719; 1527; 2552; 3; 3; 0.002514668901927913; 3; 1; 8; [1527, 2318, 2552]; [1243, 2076, 2415]; [2552]; [2666]; {2552}; {111}; 32.0; xxx111xx1xx0111111111101111xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1x00x000000000x00000xxxxxxxxxxxxxxx
720; 1527; 2666; 4; 4; 0.003352891869237217; 3; 1; 8; [1527, 2318, 2552, 2666]; [1243, 2076, 2415]; [2666]; [2748]; {2666}; {110}; 62.0; none
721; 1527; 2748; 5; 5; 0.004191114836546521; 7; 1; 128; [1527, 2318, 2552, 2666, 2748]; [1243, 2076, 2415, 2665, 2667, 2668, 2669]; [2748]; [2829]; {2748}; {0010110}; 47.0; xxx111xx1xx0111110111101111xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1x00x000100110x00000xxxxxxxxxxxxxxx
722; 1527; 2829; 6; 6; 0.005029337803855826; 8; 1; 256; [1527, 2318, 2552, 2666, 2748, 2829]; [1243, 2076, 2415, 2665, 2667, 2668, 2669, 2749]; [2829]; [2931]; {2829}; {10100001}; 47.0; none
723; 1528; 1528; 1; 1; 8.382229673093043E-4; 1; 1; 2; [1528]; [1246]; [1528]; [2320]; {1528}; {1}; 47.0; xxx111xx1xx0111111111101111xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1x00x000000000x00000xxxxxxxxxxxxxxx
724; 1528; 2320; 2; 2; 0.0016764459346186086; 2; 1; 4; [1528, 2320]; [1246, 2079]; [2320]; [2553]; {2320}; {01}; 31.0; xxx111xx1xx0111111111101111xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1x00x000000010x00000xxxxxxxxxxxxxxx
725; 1528; 2553; 3; 3; 0.002514668901927913; 3; 1; 8; [1528, 2320, 2553]; [1246, 2079, 2416]; [2553]; [2665]; {2553}; {111}; 47.0; xxx111xx1xx0111111111101111xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1x00x000000000x00000xxxxxxxxxxxxxxx
726; 1528; 2665; 4; 4; 0.003352891869237217; 3; 1; 8; [1528, 2320, 2553, 2665]; [1246, 2079, 2416]; [2665]; [2748]; {2665}; {111}; 62.0; xxx111xx1xx0111111111101111xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1x00x000000000x00000xxxxxxxxxxxxxxx
727; 1528; 2748; 5; 5; 0.004191114836546521; 7; 1; 128; [1528, 2320, 2553, 2665, 2748]; [1246, 2079, 2416, 2666, 2667, 2668, 2669]; [2748]; [2829]; {2748}; {0101111}; 47.0; none
728; 1528; 2829; 6; 6; 0.005029337803855826; 8; 1; 256; [1528, 2320, 2553, 2665, 2748, 2829]; [1246, 2079, 2416, 2666, 2667, 2668, 2669, 2749]; [2829]; [2931]; {2829}; {10010110}; 63.0; xxxxx1xx1xx0xx1111011101111xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xxxxxx1001000x00000xxxxxxxxxxxxxxx
729; 1529; 1529; 1; 1; 8.382229673093043E-4; 3; 1; 8; [1529]; [142, 1146, 1157]; [1529]; [1708]; {1529}; {010}; 33.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxx0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1x10001000xxxxxxxxx0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx01xxxxxxxxxxx
730; 1529; 1708; 2; 2; 0.0016764459346186086; 6; 1; 64; [1529, 1708]; [142, 1146, 1157, 1530, 1531, 1168]; [1708]; [1919, 2322]; {1708}; {100111}; 62.0; none
731; 1529; 2417; 6; 6; 0.005029337803855826; 8; 1; 256; [1529, 1708, 1919, 2172, 2322, 2417]; [142, 1146, 1157, 1530, 1531, 1168, 1942, 2171]; [2417]; [2681, 2839, 2939]; {2417}; {11100110}; 47.0; none
732; 1530; 1530; 1; 1; 8.382229673093043E-4; 3; 1; 8; [1530]; [106, 613, 1157]; [1530]; [1708]; {1530}; {101}; 48.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxx0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xxxxxxxxxxxxxxxxxxxx1x10001000xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx00xxxxxxxxxxx
733; 1530; 1708; 2; 2; 0.0016764459346186086; 6; 1; 64; [1530, 1708]; [106, 613, 1157, 1529, 1531, 1168]; [1708]; [1919, 2322]; {1708}; {100010}; 47.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxx0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xxxxxxxxxx1x10001001xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx01xxxxxxxxxxx
734; 1530; 2417; 6; 6; 0.005029337803855826; 8; 1; 256; [1530, 1708, 1919, 2172, 2322, 2417]; [106, 613, 1157, 1529, 1531, 1168, 1942, 2171]; [2417]; [2681, 2839, 2939]; {2417}; {00000001}; 48.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxx0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx0xxxxxxxxxx0x10001000xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx01xxxxxxxxxxx
735; 1531; 1531; 1; 1; 8.382229673093043E-4; 3; 1; 8; [1531]; [130, 1146, 625]; [1531]; [1708]; {1531}; {100}; 48.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxx0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1x10001000xxxxxxxxxxxxxxxxxxx1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx10xxxxxxxxxxx
736; 1531; 1708; 2; 2; 0.0016764459346186086; 6; 1; 64; [1531, 1708]; [130, 1146, 625, 1529, 1530, 1168]; [1708]; [1919, 2322]; {1708}; {000011}; 47.0; none
737; 1531; 2417; 6; 6; 0.005029337803855826; 8; 1; 256; [1531, 1708, 1919, 2172, 2322, 2417]; [130, 1146, 625, 1529, 1530, 1168, 1942, 2171]; [2417]; [2681, 2839, 2939]; {2417}; {10010100}; 48.0; none
738; 1532; 1532; 1; 1; 8.382229673093043E-4; 3; 1; 8; [1532]; [131, 1146, 1157]; [1532]; [1676]; {1532}; {110}; 48.0; xxx111xx1xx0111111xxxx1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx0x1111111x1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1x00x000000010x00000xx01xxxxxxxxxxx
739; 1532; 1676; 2; 2; 0.0016764459346186086; 6; 1; 64; [1532, 1676]; [131, 1146, 1157, 1533, 1534, 1169]; [1676]; [1928, 1942, 2608, 2634]; {1676}; {110000}; 47.0; xxx111xx1xx0111111xxxx1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx0x1111111x1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1x00x000000010x00000xx01xxxxxxxxxxx
