inputFileName=s400.bench; numberOfInputs=24; numberOfOutputs=27; numberOfGates=162; unusedNodeNumber=_CLONE
number; gate1; gate2; numDuplicateGates; numRemovedGates; percentOfRemovedGates; numInputs; numOutputs; numBenchFiles; duplicateGates; inputNodes; outputNodes; afterOutputNodes; outputFocus; locationOfMux; testCubeTime (ms)
88; c3_q3vd; fmb; 0; 2; 0.012345679012345678; 4; 2; 32; [c3_q3vd, fmb]; [fmbvir1, clrb, c3_q3vz, uc_27]; [c3_q3vd, fmb]; [fmlvinmuxvir1, fmlvinmuxvor1nf]; c3_q3vd; 1000; 6131
89; c3_q3vd; clrb; 2; 2; 0.012345679012345678; 3; 2; 16; [clrb, c3_q3vd]; [clrbvir1, c3_q3vz, uc_27]; [c3_q3vd, clrb]; [testlvinlatchvcdn, fmlvinlatchvcdn, tcombvnclr, tcomb_ra2vor3nf, tcomb_ra2vor2nf, tcomb_ra2vor1nf, tcombvnode4vor2nf, tcombvnode4vor1nf, c3_q2vd, c3_q1vd, c3_q0vd, uc_16vd, uc_17vd, uc_18vd, uc_19vd, uc_8vd, uc_9vd, uc_10vd, uc_11vd, tcombvnode19, tcombvnode15]; clrb; 010; 4452
90; c3_q3vd; c3_q3vzvor1nf; 3; 3; 0.018518518518518517; 5; 1; 32; [c3_q3vzvor1nf, c3_q3vz, c3_q3vd]; [c3vco2, c3_q3, c3_q3vuc_0, clrb, uc_27]; [c3_q3vd]; []; c3_q3vd; 01001; 4585
91; c3_q3vd; uc_8vzvor1nf; 0; 2; 0.012345679012345678; 5; 2; 64; [c3_q3vd, uc_8vzvor1nf]; [c1vco2, uc_8, clrb, c3_q3vz, uc_27]; [c3_q3vd, uc_8vzvor1nf]; [uc_8vz]; c3_q3vd; 01101; 4850
92; c3_q3vd; c3_q2vz; 0; 2; 0.012345679012345678; 5; 2; 64; [c3_q3vd, c3_q2vz]; [c3_q2vzvor1nf, c3_q2vuc_0, clrb, c3_q3vz, uc_27]; [c3_q3vd, c3_q2vz]; [c3_q2vd]; c3_q2vz; 10100; 7044
93; c3_q3vd; tcombvnode12; 0; 2; 0.012345679012345678; 7; 2; 256; [c3_q3vd, tcombvnode12]; [tcombvnclr, tcombvnfel, tcombvnqc, c3_q1, clrb, c3_q3vz, uc_27]; [c3_q3vd, tcombvnode12]; [tcomb_ya2]; c3_q3vd; 1011111; 4078
94; c3_q3vd; uc_18vd; 0; 2; 0.012345679012345678; 5; 2; 64; [c3_q3vd, uc_18vd]; [clrb, c3_q3vz, uc_27, uc_18vz, c2_co]; [c3_q3vd, uc_18vd]; []; uc_18vd; 10111; 7500
95; c3_q3vd; tcomb_ga1; 0; 2; 0.012345679012345678; 5; 2; 64; [c3_q3vd, tcomb_ga1]; [clrb, c3_q3vz, uc_27, tcombvnode8, tcomb_ga1vad1nf]; [c3_q3vd, tcomb_ga1]; []; c3_q3vd; 10001; 12482
96; c3_q0vd; testlvinmux; 0; 2; 0.012345679012345678; 4; 2; 32; [c3_q0vd, testlvinmux]; [testlvinmuxvnd1, clrb, c3_q0vz, uc_27]; [c3_q0vd, testlvinmux]; [testlvinlatchvcdad]; c3_q0vd; 1011; 3569
97; c3_q0vd; fmlvinlatchn; 0; 2; 0.012345679012345678; 4; 2; 32; [c3_q0vd, fmlvinlatchn]; [fml, clrb, c3_q0vz, uc_27]; [c3_q0vd, fmlvinlatchn]; [fmlvinmuxvor2nf]; fmlvinlatchn; 1110; 4244
98; c3_q0vd; outbufvbufg1vir1; 0; 2; 0.012345679012345678; 4; 2; 32; [c3_q0vd, outbufvbufg1vir1]; [olatch_g1l, clrb, c3_q0vz, uc_27]; [c3_q0vd, outbufvbufg1vir1]; [grn1]; c3_q0vd; 1100; 15625
99; c3_q0vd; uc_26; 0; 2; 0.012345679012345678; 4; 2; 32; [c3_q0vd, uc_26]; [c3_q0, clrb, c3_q0vz, uc_27]; [c3_q0vd, uc_26]; [c3vco2, c3vco1, c3vco0]; uc_26; 0101; 5792
100; c3_q0vd; tcombvnqd; 0; 2; 0.012345679012345678; 4; 2; 32; [c3_q0vd, tcombvnqd]; [c3_q3, clrb, c3_q0vz, uc_27]; [c3_q0vd, tcombvnqd]; [tcomb_ra2vor1nf, tcombvnode4vor2nf, tcombvnode8vor2nf, tcombvnode6]; c3_q0vd; 0110; 4716
101; c3_q0vd; tcomb_ga2vad3nf; 0; 2; 0.012345679012345678; 5; 2; 64; [c3_q0vd, tcomb_ga2vad3nf]; [c3_q2, tcombvnclr, clrb, c3_q0vz, uc_27]; [c3_q0vd, tcomb_ga2vad3nf]; [tcomb_ga2]; c3_q0vd; 00100; 5699
102; c3_q0vd; tcombvnode8vor1nf; 0; 2; 0.012345679012345678; 6; 2; 128; [c3_q0vd, tcombvnode8vor1nf]; [c3_q0, c3_q1, tcombvnfm, clrb, c3_q0vz, uc_27]; [c3_q0vd, tcombvnode8vor1nf]; [tcombvnode8]; c3_q0vd; 001110; 4760
103; c3_q0vd; uc_9vz; 0; 2; 0.012345679012345678; 5; 2; 64; [c3_q0vd, uc_9vz]; [uc_9vzvor1nf, uc_9vuc_0, clrb, c3_q0vz, uc_27]; [c3_q0vd, uc_9vz]; [uc_9vd]; c3_q0vd; 01010; 4640
104; c3_q0vd; tcomb_fe; 0; 2; 0.012345679012345678; 5; 2; 64; [c3_q0vd, tcomb_fe]; [tcombvnode16, tcombvnode14, clrb, c3_q0vz, uc_27]; [c3_q0vd, tcomb_fe]; [i84, fen, y1cvad1nf, r2cvad1nf]; tcomb_fe; 11011; 5946
105; c3_q0vd; uc_11vd; 0; 2; 0.012345679012345678; 5; 2; 64; [c3_q0vd, uc_11vd]; [clrb, c3_q0vz, uc_27, uc_11vz, c1_co]; [c3_q0vd, uc_11vd]; []; c3_q0vd; 01010; 15113
106; c1_co; fmlvinlatchvcdn; 0; 2; 0.012345679012345678; 3; 2; 16; [c1_co, fmlvinlatchvcdn]; [clrb, c1vcia, uc_12]; [fmlvinlatchvcdn, c1_co]; [fmlvinlatchvcdad, ctst, uc_8vd, uc_9vd, uc_10vd, uc_11vd]; fmlvinlatchvcdn; 110; 4753
107; c1_co; red1; 0; 2; 0.012345679012345678; 3; 2; 16; [c1_co, red1]; [outbufvbufr1vir1, c1vcia, uc_12]; [red1, c1_co]; [ctst, uc_8vd, uc_9vd, uc_10vd, uc_11vd]; red1; 010; 7016
108; c1_co; c3vinhn; 5; 5; 0.030864197530864196; 5; 5; 160; [c1_co, ctst, c2_co, co2, c3vinhn]; [testl, c2vcia, uc_20, c1vcia, uc_12]; [ctst, c3vinhn, co2, c2_co, c1_co]; [c2vinhn, c3_q0vzvor1nf, c3_q0vuc_0, c3vco2, c3vco1, uc_27, c3vco0, c2vco2, c2vco1, c2vco0, uc_16vd, uc_17vd, uc_18vd, uc_19vd, uc_8vd, uc_9vd, uc_10vd, uc_11vd]; c2_co; 11111; 13467
109; c1_co; testbvir1; 0; 2; 0.012345679012345678; 3; 2; 16; [c1_co, testbvir1]; [test, c1vcia, uc_12]; [testbvir1, c1_co]; [testb, ctst, uc_8vd, uc_9vd, uc_10vd, uc_11vd]; c1_co; 110; 5890
110; c1_co; tcomb_ga1vad1nf; 0; 2; 0.012345679012345678; 4; 2; 32; [c1_co, tcomb_ga1vad1nf]; [tcombvnode6, olatch_fel, c1vcia, uc_12]; [c1_co, tcomb_ga1vad1nf]; [ctst, uc_8vd, uc_9vd, uc_10vd, uc_11vd, tcomb_ga1]; c1_co; 0010; 5945
111; c1_co; tcomb_ra2vor3nf; 0; 2; 0.012345679012345678; 4; 2; 32; [c1_co, tcomb_ra2vor3nf]; [tcombvnqc, clrb, c1vcia, uc_12]; [tcomb_ra2vor3nf, c1_co]; [tcomb_ra2, ctst, uc_8vd, uc_9vd, uc_10vd, uc_11vd]; c1_co; 0001; 5842
112; c1_co; uc_10vuc_0; 0; 2; 0.012345679012345678; 4; 2; 32; [c1_co, uc_10vuc_0]; [c1vco0, uc_10, c1vcia, uc_12]; [uc_10vuc_0, c1_co]; [uc_10vz, ctst, uc_8vd, uc_9vd, uc_10vd, uc_11vd]; uc_10vuc_0; 1001; 5015
113; c1_co; tcomb_ya1; 0; 2; 0.012345679012345678; 4; 2; 32; [c1_co, tcomb_ya1]; [tcombvnode16, tcombvnode3, c1vcia, uc_12]; [tcomb_ya1, c1_co]; [y1cvad2nf, y1cvad1nf, ctst, uc_8vd, uc_9vd, uc_10vd, uc_11vd]; c1_co; 0110; 4456
114; c1_co; c3_q0vd; 10; 10; 0.06172839506172839; 9; 6; 3072; [c1_co, ctst, c2_co, co2, c3vinhn, c3_q0vzvor1nf, c3_q0vz, c3_q0vuc_0, uc_27, c3_q0vd]; [c3_q0, testl, c3vcia, uc_23, clrb, c2vcia, uc_20, c1vcia, uc_12]; [c3_q0vd, ctst, co2, uc_27, c2_co, c1_co]; [c2vinhn, c3vco2, c3vco1, c3vco0, c3_q3vd, c3_q2vd, c3_q1vd, c2vco2, c2vco1, c2vco0, uc_16vd, uc_17vd, uc_18vd, uc_19vd, uc_8vd, uc_9vd, uc_10vd, uc_11vd]; co2; 100000111; 7325
